#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
  11981 -0.086998 -0.054795  0.079681        1    7.77070204E-08  4.23622506E-07  4.76412428E-07  6.42232987E-07
  11982 -0.079089 -0.054795  0.079681        1    2.41356091E-07  1.87758176E-06  1.07183070E-07  1.89606282E-06
  11983 -0.071180 -0.054795  0.079681        1    4.01511275E-07  8.59548891E-07  2.47259936E-07  9.80394348E-07
  11984 -0.063271 -0.054795  0.079681        1    1.35764451E-07  9.76652185E-07  8.56877070E-07  1.30633831E-06
  11985 -0.055362 -0.054795  0.079681        1    2.60588301E-07  2.25823255E-08  7.51476358E-08  2.72145901E-07
  11986 -0.047453 -0.054795  0.079681        1    1.43915804E-07  8.45194122E-07  5.03102233E-07  9.94070782E-07
  11987 -0.039545 -0.054795  0.079681        1    2.78967441E-09  1.06961553E-08  1.67128484E-07  1.67493642E-07
  11988 -0.031636 -0.054795  0.079681        1    4.43185966E-07  5.59825256E-08  2.25723265E-07  5.00498588E-07
  11989 -0.023727 -0.054795  0.079681        1    5.28962667E-07  5.46398605E-07  7.03361629E-08  7.63740869E-07
  11990 -0.015818 -0.054795  0.079681        1    8.99613196E-07  3.88529695E-07  7.88865677E-07  1.25800170E-06
  11991 -0.007909 -0.054795  0.079681        1    1.26907273E-07  3.71131188E-08  3.61662816E-07  3.85075099E-07
  11992  0.000000 -0.054795  0.079681        1    8.85602273E-08  2.38406506E-07  2.20777206E-07  3.36783537E-07
  11993  0.007909 -0.054795  0.079681        1    1.93765196E-07  5.99629752E-07  5.68723013E-07  8.48850196E-07
  11994  0.015818 -0.054795  0.079681        1    1.12197783E-07  2.44783045E-07  1.64360140E-07  3.15470025E-07
  11995  0.023727 -0.054795  0.079681        1    2.41736506E-07  1.00007006E-07  1.31057106E-06  1.33642600E-06
  11996  0.031636 -0.054795  0.079681        1    6.98816480E-07  9.34568312E-09  9.32740869E-08  7.05075790E-07
  11997  0.039545 -0.054795  0.079681        1    4.93633950E-07  7.80925289E-07  5.12338919E-07  1.05641372E-06
  11998  0.047453 -0.054795  0.079681        1    7.73277525E-08  6.81166149E-07  1.10978401E-06  1.30444910E-06
  11999  0.055362 -0.054795  0.079681        1    2.02182889E-08  4.61257591E-07  3.27550419E-07  5.66088882E-07
  12000  0.063271 -0.054795  0.079681        1    2.87326463E-07  1.18974390E-06  6.36817530E-08  1.22560288E-06
  12001 -0.122588 -0.047945  0.079681        1    1.16285415E-07  1.74986644E-08  6.61763124E-07  6.72130146E-07
  12002 -0.114679 -0.047945  0.079681        1    1.11556099E-06  8.00859033E-07  9.94440740E-09  1.37329909E-06
  12003 -0.106770 -0.047945  0.079681        1    3.40101031E-08  8.97402440E-07  1.29546262E-07  9.07342307E-07
  12004 -0.098861 -0.047945  0.079681        1    4.01744559E-08  1.79018829E-07  2.54426558E-08  1.85227041E-07
  12005 -0.090952 -0.047945  0.079681        1    2.60858212E-07  1.83775535E-06  1.33738781E-06  2.28779323E-06
  12006 -0.083044 -0.047945  0.079681        1    1.60406059E-07  4.04556084E-07  1.00440262E-09  4.35197355E-07
  12007 -0.075135 -0.047945  0.079681        1    5.54883073E-07  5.77930846E-07  2.09238765E-07  8.28058058E-07
  12008 -0.067226 -0.047945  0.079681        1    1.22821083E-06  1.32382983E-06  2.66188256E-07  1.82534475E-06
  12009 -0.059317 -0.047945  0.079681        1    8.96675527E-09  9.78541091E-07  5.49502060E-07  1.12230815E-06
  12010 -0.051408 -0.047945  0.079681        1    2.47700649E-06  9.68710443E-07  1.60312092E-06  3.10547222E-06
  12011 -0.043499 -0.047945  0.079681        1    5.04679749E-08  1.67767465E-07  7.77505087E-07  7.96998808E-07
  12012 -0.035590 -0.047945  0.079681        1    1.82973292E-07  1.62989507E-07  6.96589896E-07  7.38432318E-07
  12013 -0.027681 -0.047945  0.079681        1    2.65047160E-07  6.67958395E-07  1.86381146E-07  7.42399048E-07
  12014 -0.019772 -0.047945  0.079681        1    9.61811412E-07  1.21174851E-07  5.13541946E-07  1.09703686E-06
  12015 -0.011863 -0.047945  0.079681        1    4.06806781E-07  1.96347049E-07  1.79248268E-08  4.52067716E-07
  12016 -0.003954 -0.047945  0.079681        1    4.89248124E-07  3.15185570E-08  3.62785046E-08  4.91602763E-07
  12017  0.003954 -0.047945  0.079681        1    3.06260308E-07  8.28338748E-08  1.06916760E-06  1.11524714E-06
  12018  0.011863 -0.047945  0.079681        1    3.68856737E-08  1.93002640E-07  7.33025876E-07  7.58905467E-07
  12019  0.019772 -0.047945  0.079681        1    2.25066170E-07  2.63942118E-07  9.96375659E-07  1.05502828E-06
  12020  0.027681 -0.047945  0.079681        1    1.56822946E-08  8.62018832E-07  9.90194851E-08  8.67829050E-07
  12021  0.035590 -0.047945  0.079681        1    2.06190107E-06  5.42912432E-07  3.30045958E-07  2.15757277E-06
  12022  0.043499 -0.047945  0.079681        1    5.98162763E-08  7.38229340E-07  1.68472829E-07  7.59568061E-07
  12023  0.051408 -0.047945  0.079681        1    4.18879204E-07  1.50483784E-07  1.35560296E-06  1.42680221E-06
  12024  0.059317 -0.047945  0.079681        1    1.18441175E-06  2.46458627E-07  3.22526617E-06  3.44469373E-06
  12025  0.067226 -0.047945  0.079681        1    3.14569944E-07  7.13249678E-08  8.97354019E-08  3.34804336E-07
  12026 -0.118634 -0.041096  0.079681        1    2.27952932E-07  2.54569072E-08  3.57215890E-07  4.24515943E-07
  12027 -0.110725 -0.041096  0.079681        1    1.21435381E-06  3.19694004E-07  4.49430767E-08  1.25653465E-06
  12028 -0.102816 -0.041096  0.079681        1    1.10367840E-06  8.70701440E-08  1.47559766E-07  1.11689798E-06
  12029 -0.094907 -0.041096  0.079681        1    1.72490169E-07  1.06270781E-06  5.15048777E-07  1.19347224E-06
  12030 -0.086998 -0.041096  0.079681        1    8.90207763E-07  2.36356836E-08  8.59900113E-07  1.23792436E-06
  12031 -0.079089 -0.041096  0.079681        1    4.63819865E-07  1.50047456E-07  3.94042442E-09  4.87502444E-07
  12032 -0.071180 -0.041096  0.079681        1    1.71186576E-06  2.34785466E-07  1.65754726E-07  1.73582350E-06
  12033 -0.063271 -0.041096  0.079681        1    4.51135135E-07  1.33198345E-06  6.62705198E-08  1.40786881E-06
  12034 -0.055362 -0.041096  0.079681        1    1.47587444E-06  1.58839598E-07  1.56023341E-07  1.49257451E-06
  12035 -0.047453 -0.041096  0.079681        1    6.56424228E-07  1.08045341E-06  4.17276672E-08  1.26491641E-06
  12036 -0.039545 -0.041096  0.079681        1    1.03407456E-06  9.63197200E-08  1.73931532E-07  1.05301466E-06
  12037 -0.031636 -0.041096  0.079681        1    4.61736382E-07  7.87362535E-08  3.40076487E-07  5.78836679E-07
  12038 -0.023727 -0.041096  0.079681        1    1.88236977E-06  1.15990264E-06  7.12958974E-07  2.32314455E-06
  12039 -0.015818 -0.041096  0.079681        1    2.48611890E-07  1.08561208E-06  2.79684582E-07  1.14829654E-06
  12040 -0.007909 -0.041096  0.079681        1    7.47564089E-08  1.94327925E-07  6.80852204E-08  2.19060403E-07
  12041  0.000000 -0.041096  0.079681        1    4.56781766E-07  1.26961978E-07  1.37836172E-07  4.93728403E-07
  12042  0.007909 -0.041096  0.079681        1    1.23587028E-06  8.75282444E-08  6.13634368E-07  1.38260033E-06
  12043  0.015818 -0.041096  0.079681        1    4.62854148E-07  9.99611876E-07  1.88667734E-07  1.11761057E-06
  12044  0.023727 -0.041096  0.079681        1    1.64663261E-06  5.83832116E-07  7.89404065E-07  1.91713789E-06
  12045  0.031636 -0.041096  0.079681        1    9.73518245E-07  2.60522750E-09  4.92261421E-08  9.74765497E-07
  12046  0.039545 -0.041096  0.079681        1    4.31747246E-07  1.72947338E-06  5.49039356E-07  1.86518849E-06
  12047  0.047453 -0.041096  0.079681        1    4.17854196E-08  5.41214048E-07  3.48875643E-07  6.45269619E-07
  12048  0.055362 -0.041096  0.079681        1    3.69061774E-08  4.58241960E-07  4.42084157E-07  6.37797900E-07
  12049  0.063271 -0.041096  0.079681        1    5.57456823E-07  5.87729328E-07  1.85397684E-07  8.30997097E-07
  12050  0.071180 -0.041096  0.079681        1    7.53332097E-07  1.31765577E-07  5.01842748E-07  9.14722669E-07
  12051 -0.114679 -0.034247  0.079681        1    8.62941989E-07  2.62013666E-07  9.28734868E-07  1.29455339E-06
  12052 -0.106770 -0.034247  0.079681        1    4.83641218E-09  8.46453952E-07  3.94502303E-07  9.33884228E-07
  12053 -0.098861 -0.034247  0.079681        1    6.16017421E-09  1.76331323E-06  1.85671073E-07  1.77307226E-06
  12054 -0.090952 -0.034247  0.079681        1    3.03506295E-07  1.66299478E-07  6.94201694E-07  7.75685232E-07
  12055 -0.083044 -0.034247  0.079681        1    9.65267026E-07  8.23793579E-07  1.30758940E-07  1.27572497E-06
  12056 -0.075135 -0.034247  0.079681        1    1.21767834E-06  1.12580442E-06  2.86005857E-07  1.68284743E-06
  12057 -0.067226 -0.034247  0.079681        1    3.21543819E-07  2.44275161E-07  2.37194035E-07  4.68318046E-07
  12058 -0.059317 -0.034247  0.079681        1    2.36121151E-07  1.54780951E-06  2.83050722E-07  1.59109559E-06
  12059 -0.051408 -0.034247  0.079681        1    1.86720996E-07  4.39937424E-07  1.48436271E-07  5.00442798E-07
  12060 -0.043499 -0.034247  0.079681        1    4.10859055E-07  5.20824872E-07  7.84846200E-07  1.02764160E-06
  12061 -0.035590 -0.034247  0.079681        1    2.48581292E-07  1.30475913E-06  5.84584536E-07  1.45118163E-06
  12062 -0.027681 -0.034247  0.079681        1    7.95630731E-08  3.74538131E-08  3.01872478E-07  3.14420202E-07
  12063 -0.019772 -0.034247  0.079681        1    1.87145512E-07  1.01008688E-06  6.78944276E-07  1.23136683E-06
  12064 -0.011863 -0.034247  0.079681        1    2.91314438E-07  9.60462759E-07  2.64630000E-07  1.03797006E-06
  12065 -0.003954 -0.034247  0.079681        1    1.89663703E-06  1.57825308E-06  5.94295410E-08  2.46812615E-06
  12066  0.003954 -0.034247  0.079681        1    1.38825213E-07  2.73074938E-06  1.80177429E-08  2.73433525E-06
  12067  0.011863 -0.034247  0.079681        1    5.81046511E-07  9.86227327E-08  1.76930538E-07  6.15342105E-07
  12068  0.019772 -0.034247  0.079681        1    5.62070975E-07  9.65138534E-08  2.45038518E-06  2.51587484E-06
  12069  0.027681 -0.034247  0.079681        1    1.48040001E-07  1.24197793E-07  1.39902264E-06  1.41230495E-06
  12070  0.035590 -0.034247  0.079681        1    1.15918543E-06  8.73463681E-08  4.00052631E-08  1.16315977E-06
  12071  0.043499 -0.034247  0.079681        1    3.00593323E-07  1.11821741E-08  3.29304426E-06  3.30675398E-06
  12072  0.051408 -0.034247  0.079681        1    3.34978585E-07  5.50163459E-07  1.68495362E-07  6.65793640E-07
  12073  0.059317 -0.034247  0.079681        1    4.83298909E-07  8.75957766E-07  2.48281775E-07  1.03078789E-06
  12074  0.067226 -0.034247  0.079681        1    1.23898114E-06  2.18660386E-06  9.75967541E-09  2.51324610E-06
  12075  0.075135 -0.034247  0.079681        1    4.04101151E-07  9.18548976E-07  1.06966056E-06  1.46669822E-06
  12076 -0.110725 -0.027397  0.079681        1    8.65706631E-07  1.90344733E-08  9.23392241E-07  1.26588448E-06
  12077 -0.102816 -0.027397  0.079681        1    1.45848542E-09  2.78462548E-07  8.71274278E-08  2.91778523E-07
  12078 -0.094907 -0.027397  0.079681        1    2.51187307E-07  7.17241645E-07  5.74407454E-07  9.52614594E-07
  12079 -0.086998 -0.027397  0.079681        1    3.32475125E-07  3.05206217E-07  7.96666194E-07  9.15624141E-07
  12080 -0.079089 -0.027397  0.079681        1    6.32184447E-07  1.40355697E-07  1.55535190E-07  6.65994063E-07
  12081 -0.071180 -0.027397  0.079681        1    4.78841726E-08  1.27429808E-07  2.24558082E-07  2.62597757E-07
  12082 -0.063271 -0.027397  0.079681        1    1.24642150E-06  3.49486371E-07  4.60508542E-07  1.37396339E-06
  12083 -0.055362 -0.027397  0.079681        1    1.30504796E-06  5.77881305E-07  8.29216407E-07  1.65066557E-06
  12084 -0.047453 -0.027397  0.079681        1    3.84879759E-07  1.07528293E-06  5.02772705E-07  1.24785664E-06
  12085 -0.039545 -0.027397  0.079681        1    1.03705989E-06  7.36146233E-07  1.33951217E-07  1.27880703E-06
  12086 -0.031636 -0.027397  0.079681        1    1.55174264E-06  9.16855752E-07  1.83571771E-08  1.80246128E-06
  12087 -0.023727 -0.027397  0.079681        1    5.53457370E-07  4.63917413E-07  6.89563049E-07  9.98514709E-07
  12088 -0.015818 -0.027397  0.079681        1    4.88587759E-07  6.61556788E-07  6.08301929E-08  8.24667020E-07
  12089 -0.007909 -0.027397  0.079681        1    2.70249242E-07  1.16780714E-07  2.19587223E-08  2.95219534E-07
  12090  0.000000 -0.027397  0.079681        1    1.28540208E-06  2.73407802E-07  5.62847226E-08  1.31536243E-06
  12091  0.007909 -0.027397  0.079681        1    1.08128870E-06  4.22445896E-07  1.89693077E-06  2.22395866E-06
  12092  0.015818 -0.027397  0.079681        1    2.59245118E-07  2.82589882E-07  5.85318765E-07  6.99759337E-07
  12093  0.023727 -0.027397  0.079681        1    2.33526578E-06  1.13620198E-07  1.00200298E-06  2.54369531E-06
  12094  0.031636 -0.027397  0.079681        1    2.07479787E-07  2.39650135E-07  6.73637562E-08  3.24064693E-07
  12095  0.039545 -0.027397  0.079681        1    9.37415576E-08  6.11377257E-07  8.22683546E-08  6.23969320E-07
  12096  0.047453 -0.027397  0.079681        1    5.05250361E-07  1.02960540E-06  4.34495997E-07  1.22643874E-06
  12097  0.055362 -0.027397  0.079681        1    7.05114790E-08  5.16437058E-07  7.83937147E-08  5.27090768E-07
  12098  0.063271 -0.027397  0.079681        1    1.91387940E-06  8.21027948E-07  1.09912722E-06  2.35480400E-06
  12099  0.071180 -0.027397  0.079681        1    3.57519061E-08  5.32044912E-07  9.49063866E-08  5.41624602E-07
  12100  0.079089 -0.027397  0.079681        1    1.05719733E-06  4.34946966E-07  3.13800801E-07  1.18546025E-06
  12101 -0.106770 -0.020548  0.079681        1    4.19973650E-08  3.13380528E-07  6.00864494E-07  6.78976638E-07
  12102 -0.098861 -0.020548  0.079681        1    4.04080872E-07  1.59685088E-07  1.95174959E-07  4.76312863E-07
  12103 -0.090952 -0.020548  0.079681        1    1.07847148E-07  4.76820796E-07  1.16887006E-07  5.02644657E-07
  12104 -0.083044 -0.020548  0.079681        1    7.10740697E-07  2.62175842E-07  4.60610353E-07  8.86594839E-07
  12105 -0.075135 -0.020548  0.079681        1    6.61665891E-07  9.47028085E-07  1.01574828E-06  1.53831353E-06
  12106 -0.067226 -0.020548  0.079681        1    2.55141788E-07  5.97497546E-07  1.11725911E-07  6.59229344E-07
  12107 -0.059317 -0.020548  0.079681        1    1.38348556E-08  3.69449454E-07  2.03112153E-06  2.06449484E-06
  12108 -0.051408 -0.020548  0.079681        1    2.27693542E-08  5.86658264E-07  8.14938938E-07  1.00439625E-06
  12109 -0.043499 -0.020548  0.079681        1    2.82328087E-07  1.83952466E-06  5.46439183E-08  1.86186629E-06
  12110 -0.035590 -0.020548  0.079681        1    1.57173233E-07  5.69913434E-08  8.61404568E-07  8.77478927E-07
  12111 -0.027681 -0.020548  0.079681        1    7.99806769E-07  2.30801102E-07  1.07967098E-07  8.39414623E-07
  12112 -0.019772 -0.020548  0.079681        1    3.86662924E-06  7.47044737E-08  9.41130169E-07  3.98021713E-06
  12113 -0.011863 -0.020548  0.079681        1    1.93921109E-07  2.42445001E-07  3.05629339E-07  4.35653839E-07
  12114 -0.003954 -0.020548  0.079681        1    7.42940683E-08  3.85136163E-07  3.96758008E-07  5.57912529E-07
  12115  0.003954 -0.020548  0.079681        1    5.58530596E-07  3.28889389E-07  1.43964308E-06  1.57882769E-06
  12116  0.011863 -0.020548  0.079681        1    1.60891317E-07  2.11243210E-08  1.06221832E-06  1.07454177E-06
  12117  0.019772 -0.020548  0.079681        1    5.60707546E-07  5.13520639E-08  4.46898181E-07  7.18851842E-07
  12118  0.027681 -0.020548  0.079681        1    4.49892777E-07  1.97310288E-07  5.98850457E-07  7.74568738E-07
  12119  0.035590 -0.020548  0.079681        1    5.21246741E-07  2.84753625E-07  1.06340945E-06  1.21804041E-06
  12120  0.043499 -0.020548  0.079681        1    2.10841777E-07  1.01748372E-06  7.58248732E-08  1.04186217E-06
  12121  0.051408 -0.020548  0.079681        1    3.49428367E-07  2.28270525E-06  8.28712158E-08  2.31078149E-06
  12122  0.059317 -0.020548  0.079681        1    4.27916942E-07  1.66961340E-07  7.66747058E-07  8.93806494E-07
  12123  0.067226 -0.020548  0.079681        1    4.56305812E-07  1.41678012E-07  8.75663777E-07  9.97534312E-07
  12124  0.075135 -0.020548  0.079681        1    3.93692717E-07  5.26721747E-07  3.97638031E-07  7.68469751E-07
  12125  0.083044 -0.020548  0.079681        1    8.75293483E-07  2.04889864E-07  2.06487713E-07  9.22364198E-07
  12126 -0.102816 -0.013699  0.079681        1    3.28452831E-07  5.68496272E-07  4.19951651E-07  7.79377099E-07
  12127 -0.094907 -0.013699  0.079681        1    7.34719687E-07  1.03355151E-07  5.30880953E-08  7.43850557E-07
  12128 -0.086998 -0.013699  0.079681        1    8.93342368E-07  5.07024368E-07  1.71435732E-07  1.04140506E-06
  12129 -0.079089 -0.013699  0.079681        1    1.26349764E-06  1.18740226E-06  5.04285781E-07  1.80572827E-06
  12130 -0.071180 -0.013699  0.079681        1    5.07276671E-07  8.52112892E-07  2.00373098E-07  1.01171902E-06
  12131 -0.063271 -0.013699  0.079681        1    3.85538695E-07  1.64655513E-07  4.02249264E-07  5.80995691E-07
  12132 -0.055362 -0.013699  0.079681        1    2.19689426E-08  3.68648595E-07  3.55210783E-08  3.71006965E-07
  12133 -0.047453 -0.013699  0.079681        1    1.28554916E-06  3.88669641E-10  7.87978615E-07  1.50782860E-06
  12134 -0.039545 -0.013699  0.079681        1    1.85092862E-07  1.91252048E-07  2.12309240E-07  3.40458407E-07
  12135 -0.031636 -0.013699  0.079681        1    9.15852062E-07  1.23979671E-08  4.14440423E-07  1.00533555E-06
  12136 -0.023727 -0.013699  0.079681        1    1.83679079E-07  2.52588144E-07  9.34369826E-07  9.85183103E-07
  12137 -0.015818 -0.013699  0.079681        1    1.09552831E-07  5.83913719E-07  2.35280916E-07  6.38994651E-07
  12138 -0.007909 -0.013699  0.079681        1    6.97103700E-07  3.56903675E-07  7.41088963E-07  1.07821457E-06
  12139  0.000000 -0.013699  0.079681        1    1.96888346E-07  3.36692891E-07  8.51154179E-07  9.36264150E-07
